"Objective","State","focus_name","Year","error","raw","rounded"
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-1    Healthy weight in adults (age adjusted, aged 20","2005",2.4,40.2,40
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.4,17.6,18
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.3,18,18
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.4,18.8,19
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.5,21,21
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.4,19.9,20
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-2    Obesity in adults (age adjusted, aged 20 years","2003",1.2,25.2,25
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.7,25.1,25
"                  Persons aged 20 to 39 years (not age adjusted)","Missouri","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.9,26.7,27
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.2,51.7,52
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.4,52.3,52
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.2,47.5,47
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-1    Healthy weight in adults (age adjusted, aged 20","2001",2.2,47.3,47
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.2,47.4,47
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-1    Healthy weight in adults (age adjusted, aged 20","2003",2.3,47.6,48
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2,46.6,47
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.9,41.9,42
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.5,11.5,11
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.6,13.6,14
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.4,12.8,13
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.4,14.8,15
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.5,16.8,17
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-2    Obesity in adults (age adjusted, aged 20 years","2003",1,19.6,20
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.3,16.3,16
"                  Persons aged 20 to 39 years (not age adjusted)","Montana","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.4,19.5,19
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-1    Healthy weight in adults (age adjusted, aged 20","1998",1.9,48.6,49
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-1    Healthy weight in adults (age adjusted, aged 20","1999",1.8,46.5,46
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-1    Healthy weight in adults (age adjusted, aged 20","2000",1.8,41.8,42
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.7,43,43
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.8,41.5,41
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.5,41,41
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.5,39.8,40
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.6,35.6,36
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.3,15.6,16
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.3,16.3,16
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.5,19,19
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.4,17.1,17
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.4,19.5,20
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-2    Obesity in adults (age adjusted, aged 20 years","2003",0.8,25.4,25
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.1,20.1,20
"                  Persons aged 20 to 39 years (not age adjusted)","Nebraska","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.5,25.4,25
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.5,49.3,49
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.5,49.3,49
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.4,48.8,49
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-1    Healthy weight in adults (age adjusted, aged 20","2001",2.4,46.2,46
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.2,33.9,34
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-1    Healthy weight in adults (age adjusted, aged 20","2003",2.2,37.5,37
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.5,39.4,39
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-1    Healthy weight in adults (age adjusted, aged 20","2005",2.5,36.3,36
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.7,13.5,13
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.6,12.4,12
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-2    Obesity in adults (age adjusted, aged 20 years","2000",2,16.6,17
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.8,16.1,16
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2,22.5,22
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-2    Obesity in adults (age adjusted, aged 20 years","2003",1.5,23.2,23
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-2    Obesity in adults (age adjusted, aged 20 years","2004",2.1,20.5,21
"                  Persons aged 20 to 39 years (not age adjusted)","Nevada","19-2    Obesity in adults (age adjusted, aged 20 years","2005",2,22.7,23
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.5,52.9,53
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.9,50.3,50
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.4,45.7,46
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.6,46.8,47
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.5,45.5,46
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.6,45.8,46
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.6,43.6,44
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.7,42.1,42
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.5,11.7,12
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.8,13.4,13
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.9,16.3,16
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.2,16.2,16
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.1,16.5,16
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-2    Obesity in adults (age adjusted, aged 20 years","2003",0.8,22.6,23
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.3,18.6,19
"                  Persons aged 20 to 39 years (not age adjusted)","NewHampshire","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.5,21.6,22
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.1,44.6,45
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2,49.2,49
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-1    Healthy weight in adults (age adjusted, aged 20","2000",1.6,46.6,47
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.5,45.4,45
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.3,43.4,43
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.1,43.9,44
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.1,42,42
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.4,40.3,40
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.6,13.6,14
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.6,13.8,14
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.1,14.5,14
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.2,16.1,16
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.8,16.1,16
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","2003",0.6,23.2,23
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","2004",0.9,19.5,20
"                  Persons aged 20 to 39 years (not age adjusted)","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1,17.9,18
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","1998",1.7,49.3,49
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","1999",1.6,43,43
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2000",1.7,43.1,43
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.7,42.1,42
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.7,42.2,42
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.6,43.2,43
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.5,40.4,40
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.7,40.5,40
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.1,14.5,14
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.2,17.2,17
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.3,17.8,18
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.4,18.9,19
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.4,19.9,20
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2003",0.8,20.8,21
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.3,22.3,22
"                  Persons aged 20 to 39 years (not age adjusted)","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.6,22.5,22
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","1998",1.9,50.8,51
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","1999",1.8,47.4,47
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2000",1.7,46,46
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.6,45.7,46
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.6,47.2,47
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.5,46.3,46
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.5,41,41
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.8,43.5,44
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.2,11.4,11
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.3,15,15
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.3,16.3,16
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.1,14.9,15
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.2,16,16
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2003",0.9,23.9,24
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.3,20.3,20
"                  Persons aged 20 to 39 years (not age adjusted)","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.5,20,20
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.3,45.4,45
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.1,42.4,42
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2000",1.9,43.6,44
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.7,43,43
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.7,40,40
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.5,37.2,37
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1,39.5,39
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.1,37.8,38
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.6,16,16
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.7,20.5,21
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.4,18.4,18
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.4,19.8,20
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.4,18.9,19
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2003",0.8,26.1,26
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2004",0.8,21.6,22
"                  Persons aged 20 to 39 years (not age adjusted)","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2005",0.9,23.1,23
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.2,48.7,49
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.2,45.4,45
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.1,42.7,43
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.8,41.9,42
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.9,41.5,42
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2003",2,40.6,41
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.1,43.7,44
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2005",2,37.2,37
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.6,15.1,15
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.6,17.1,17
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.6,16.2,16
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.4,16.9,17
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.5,19.2,19
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2003",1.1,27.6,28
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.6,20.5,20
"                  Persons aged 20 to 39 years (not age adjusted)","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.7,22.2,22
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.2,44.3,44
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.6,46.5,46
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.1,45.9,46
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.7,41,41
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.7,43.5,43
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.8,39,39
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.3,40.8,41
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2005",2.7,36.4,36
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.7,15.9,16
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.9,17,17
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.7,18.8,19
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.4,18,18
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.4,19.9,20
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2003",1.1,27.5,27
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.8,21.9,22
"                  Persons aged 20 to 39 years (not age adjusted)","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2005",2.6,29.4,29
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2,48.9,49
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","1999",1.8,41.6,42
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2000",1.6,40.6,41
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.7,38,38
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.4,42.8,43
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.3,39,39
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.4,38.7,39
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.5,35.4,35
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.4,15.9,16
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.5,19.5,20
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.3,18.4,18
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.5,20.4,20
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.1,21.3,21
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2003",0.7,26.3,26
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.2,24.6,25
"                  Persons aged 20 to 39 years (not age adjusted)","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.3,27.6,28
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.3,48.6,49
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.3,46,46
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2000",1.6,45.2,45
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2001",1.9,42.8,43
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.9,43.4,43
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.6,42.8,43
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.6,41.3,41
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.8,40.6,41
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","1998",1.7,16.1,16
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.6,15.4,15
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2000",1.3,18,18
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2001",1.5,19,19
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2002",1.5,18,18
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2003",1,24.6,25
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.3,20.2,20
"                  Persons aged 20 to 39 years (not age adjusted)","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.6,24,24
"                  Persons aged 20 to 39 years (not age adjusted)","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","1998",1.6,43.3,43
"                  Persons aged 20 to 39 years (not age adjusted)","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","1999",1.6,47.1,47
